date,plant_id,line_id,machine_id,shift,product_id,planned_production_time_min,runtime_min,downtime_min,downtime_reason,ideal_cycle_time_sec,target_output_qty,actual_output_qty,good_units,rejected_units,defect_type,scrap_qty,rework_qty,maintenance_flag,machine_temperature_c,machine_vibration_mm_s,production_cost_per_unit,selling_price_per_unit,estimated_loss_value
2026-02-06,Plant A,Line 2,M-05,Evening,Auto Bracket,480,465.32,14.68,Machine Breakdown,38,757,639,638,1,Assembly,0,1,True,70.22,2.87,24.51,32.54,952.0
2026-02-06,Plant A,Line 2,M-05,Night,Bearing Cap,480,466.54,13.46,Minor Stops,42,685,541,515,26,None,19,7,False,58.64,2.24,27.43,34.22,1105.0
2026-02-06,Plant A,Line 3,M-06,Morning,Valve Plate,480,377.5,102.5,Tooling Issue,48,600,408,399,9,None,4,5,True,70.36,2.87,29.77,43.41,1306.5
2026-02-06,Plant A,Line 3,M-06,Evening,Pump Housing,480,470.87,9.13,Tooling Issue,55,523,455,452,3,None,1,2,True,74.09,2.72,18.04,25.15,461.5
2026-02-06,Plant A,Line 3,M-06,Night,Valve Plate,480,463.08,16.92,Minor Stops,42,685,642,630,12,None,6,6,False,77.41,4.21,20.08,32.23,577.5
2026-02-06,Plant B,Line 1,M-07,Morning,Bearing Cap,480,462.98,17.02,Machine Breakdown,38,757,636,628,8,Packaging,4,4,True,80.39,3.22,24.38,27.16,1354.5
2026-02-06,Plant B,Line 1,M-07,Evening,Bearing Cap,480,453.22,26.78,Tooling Issue,62,464,377,348,29,Packaging,21,8,True,69.5,3.94,23.65,38.4,1392.0
2026-02-06,Plant B,Line 1,M-07,Night,Pump Housing,480,460.75,19.25,Minor Stops,42,685,652,609,43,Dimension,21,22,False,67.99,1.98,19.7,32.44,912.0
2026-02-06,Plant B,Line 2,M-08,Morning,Valve Plate,480,473.16,6.84,Material Shortage,55,523,448,421,27,None,15,12,False,57.46,2.14,29.23,33.4,1071.0
2026-02-06,Plant B,Line 2,M-08,Evening,Valve Plate,480,471.08,8.92,Tooling Issue,55,523,422,407,15,None,7,8,True,70.69,2.18,21.46,27.54,1218.0
2026-02-06,Plant B,Line 2,M-08,Night,Bearing Cap,480,447.67,32.33,Machine Breakdown,62,464,325,308,17,Dimension,12,5,True,62.56,2.81,24.48,33.39,1014.0
2026-02-06,Plant B,Line 3,M-09,Morning,Gear Cover,480,472.11,7.89,Setup / Changeover,55,523,421,398,23,None,8,15,False,56.99,1.74,24.53,34.55,1312.5
2026-02-06,Plant B,Line 3,M-09,Evening,Bearing Cap,480,455.75,24.25,Tooling Issue,62,464,407,397,10,None,5,5,True,73.18,2.47,14.89,34.56,1005.0
2026-02-06,Plant B,Line 3,M-09,Night,Gear Cover,480,464.13,15.87,Material Shortage,42,685,549,528,21,Assembly,7,14,False,57.31,1.28,20.68,38.18,1884.0
2026-02-06,Plant B,Line 1,M-10,Morning,Bearing Cap,480,449.0,31.0,Tooling Issue,38,757,610,603,7,None,3,4,True,77.84,2.81,19.03,30.55,1617.0
2026-02-06,Plant B,Line 1,M-10,Evening,Bearing Cap,480,423.21,56.79,Tooling Issue,48,600,477,453,24,Dimension,16,8,True,64.42,1.79,22.83,39.42,1764.0
2026-02-06,Plant B,Line 1,M-10,Night,Valve Plate,480,432.62,47.38,Tooling Issue,48,600,518,497,21,None,7,14,True,76.86,2.05,21.4,42.27,1236.0
2026-02-06,Plant B,Line 2,M-11,Morning,Valve Plate,480,394.74,85.26,Tooling Issue,48,600,462,455,7,Dimension,2,5,True,74.48,3.75,21.16,36.84,1740.0
2026-02-06,Plant B,Line 2,M-11,Evening,Gear Cover,480,473.48,6.52,Setup / Changeover,55,523,322,306,16,Surface,5,11,False,76.42,3.72,15.54,31.75,1410.5
2026-02-06,Plant B,Line 2,M-11,Night,Auto Bracket,480,469.68,10.32,Tooling Issue,38,757,636,601,35,Dimension,17,18,True,79.98,2.97,27.02,31.19,1014.0
2026-02-06,Plant B,Line 3,M-12,Morning,Bearing Cap,480,470.11,9.89,Planned Maintenance,38,757,555,539,16,None,7,9,False,67.86,3.54,18.47,39.82,3270.0
2026-02-06,Plant B,Line 3,M-12,Evening,Pump Housing,480,459.29,20.71,Machine Breakdown,55,523,443,424,19,None,11,8,True,63.73,2.56,24.31,32.62,1039.5
2026-02-06,Plant B,Line 3,M-12,Night,Gear Cover,480,452.07,27.93,Minor Stops,42,685,521,484,37,Surface,13,24,False,60.04,1.45,29.41,37.76,1306.5
2026-02-07,Plant A,Line 1,M-01,Morning,Valve Plate,480,441.09,38.91,Planned Maintenance,48,600,446,440,6,None,3,3,False,63.7,2.31,29.03,29.08,1040.0
2026-02-07,Plant A,Line 1,M-01,Evening,Pump Housing,480,463.29,16.71,Planned Maintenance,48,600,530,493,37,None,18,19,False,75.44,1.76,25.22,23.36,1123.5
2026-02-07,Plant A,Line 1,M-01,Night,Gear Cover,480,449.01,30.99,Minor Stops,55,523,475,463,12,Surface,7,5,False,62.42,2.38,20.1,34.34,630.0
2026-02-07,Plant A,Line 2,M-02,Morning,Valve Plate,480,474.53,5.47,Setup / Changeover,42,685,600,579,21,Packaging,11,10,False,71.06,2.56,21.64,24.35,1590.0
2026-02-07,Plant A,Line 2,M-02,Evening,Gear Cover,480,439.69,40.31,Setup / Changeover,55,523,348,335,13,None,5,8,False,72.99,1.53,27.87,25.57,2820.0
2026-02-07,Plant A,Line 2,M-02,Night,Auto Bracket,480,434.15,45.85,Machine Breakdown,55,523,413,382,31,Packaging,12,19,True,62.01,1.9,20.38,33.65,1692.0
2026-02-07,Plant A,Line 3,M-03,Morning,Valve Plate,480,452.08,27.92,Machine Breakdown,55,523,473,448,25,Assembly,10,15,True,66.34,3.02,24.26,33.88,787.5
2026-02-07,Plant A,Line 3,M-03,Evening,Valve Plate,480,440.54,39.46,Setup / Changeover,42,685,671,642,29,None,18,11,True,72.81,2.11,23.37,37.28,516.0
2026-02-07,Plant A,Line 3,M-03,Night,Valve Plate,480,428.68,51.32,Machine Breakdown,55,523,408,394,14,None,7,7,True,81.14,2.81,17.56,26.09,838.5
2026-02-07,Plant A,Line 1,M-04,Morning,Auto Bracket,480,407.15,72.85,Utilities Issue,48,600,412,398,14,None,5,9,False,76.54,3.26,17.36,34.2,2121.0
2026-02-07,Plant A,Line 1,M-04,Evening,Bearing Cap,480,438.13,41.87,Machine Breakdown,55,523,430,412,18,None,8,10,True,51.84,2.41,23.56,31.76,888.0
2026-02-07,Plant A,Line 1,M-04,Night,Bearing Cap,480,347.65,132.35,Tooling Issue,48,600,365,346,19,Dimension,13,6,True,68.29,2.09,23.14,34.93,3048.0
2026-02-07,Plant A,Line 2,M-05,Morning,Valve Plate,480,465.02,14.98,Machine Breakdown,38,757,733,709,24,None,12,12,True,75.68,2.35,23.22,37.72,504.0
2026-02-07,Plant A,Line 2,M-05,Evening,Pump Housing,480,467.39,12.61,Tooling Issue,62,464,397,392,5,None,2,3,True,54.14,1.66,27.06,37.97,576.0
2026-02-07,Plant A,Line 2,M-05,Night,Auto Bracket,480,430.72,49.28,Setup / Changeover,48,600,428,418,10,None,4,6,False,70.56,2.29,19.8,28.48,2730.0
2026-02-07,Plant A,Line 3,M-06,Morning,Auto Bracket,480,444.9,35.1,Planned Maintenance,48,600,545,529,16,Surface,11,5,False,91.58,1.66,25.7,27.19,745.5
2026-02-07,Plant A,Line 3,M-06,Evening,Auto Bracket,480,464.06,15.94,Setup / Changeover,62,464,424,412,12,None,6,6,False,68.64,3.34,17.9,37.27,416.0
2026-02-07,Plant A,Line 3,M-06,Night,Pump Housing,480,434.14,45.86,Quality Hold,38,757,576,530,46,None,22,24,False,74.71,1.97,22.35,39.16,2383.5
2026-02-07,Plant B,Line 1,M-07,Morning,Bearing Cap,480,444.94,35.06,Setup / Changeover,55,523,456,430,26,None,9,17,False,69.21,3.53,21.98,41.51,744.0
2026-02-07,Plant B,Line 1,M-07,Evening,Bearing Cap,480,462.1,17.9,Minor Stops,38,757,627,586,41,None,25,16,False,69.62,4.81,16.34,36.84,2052.0
2026-02-07,Plant B,Line 1,M-07,Night,Bearing Cap,480,417.31,62.69,Material Shortage,38,757,531,499,32,Surface,18,14,True,77.16,2.82,20.73,28.44,3870.0
2026-02-07,Plant B,Line 2,M-08,Morning,Auto Bracket,480,426.51,53.49,Setup / Changeover,38,757,501,477,24,None,16,8,False,68.3,1.8,22.01,30.8,3360.0
2026-02-07,Plant B,Line 2,M-08,Evening,Gear Cover,480,473.07,6.93,Setup / Changeover,38,757,617,595,22,Assembly,13,9,False,71.23,2.95,17.3,30.55,1053.0
2026-02-07,Plant B,Line 2,M-08,Night,Gear Cover,480,437.11,42.89,Machine Breakdown,55,523,404,387,17,Assembly,12,5,True,68.82,2.46,17.55,28.18,1088.0
2026-02-07,Plant B,Line 3,M-09,Morning,Bearing Cap,480,457.05,22.95,Machine Breakdown,42,685,641,609,32,Dimension,13,19,True,71.58,2.45,13.2,35.77,912.0
2026-02-07,Plant B,Line 3,M-09,Evening,Bearing Cap,480,448.18,31.82,Tooling Issue,55,523,433,418,15,Dimension,9,6,True,79.56,2.26,19.83,39.59,1260.0
2026-02-07,Plant B,Line 3,M-09,Night,Bearing Cap,480,447.98,32.02,Machine Breakdown,55,523,430,406,24,None,16,8,True,67.13,2.58,11.55,34.39,1755.0
2026-02-07,Plant B,Line 1,M-10,Morning,Auto Bracket,480,461.27,18.73,Setup / Changeover,42,685,572,546,26,Crack,16,10,False,60.02,2.36,20.02,28.51,1112.0
2026-02-07,Plant B,Line 1,M-10,Evening,Valve Plate,480,400.92,79.08,Quality Hold,55,523,407,403,4,None,2,2,False,71.56,1.39,19.95,31.72,1440.0
2026-02-07,Plant B,Line 1,M-10,Night,Auto Bracket,480,464.47,15.53,Setup / Changeover,55,523,484,464,20,None,14,6,False,69.1,2.43,24.99,24.64,885.0
2026-02-07,Plant B,Line 2,M-11,Morning,Auto Bracket,480,441.43,38.57,Setup / Changeover,62,464,362,341,21,Assembly,12,9,False,76.25,2.36,24.82,29.15,1291.5
2026-02-07,Plant B,Line 2,M-11,Evening,Auto Bracket,480,422.84,57.16,Tooling Issue,62,464,356,339,17,None,7,10,True,77.97,3.13,20.8,31.73,1000.0
2026-02-07,Plant B,Line 2,M-11,Night,Pump Housing,480,402.06,77.94,Setup / Changeover,38,757,560,535,25,None,12,13,False,75.32,4.3,16.33,40.02,1443.0
2026-02-07,Plant B,Line 3,M-12,Morning,Pump Housing,480,460.65,19.35,Minor Stops,62,464,372,357,15,None,10,5,False,79.16,1.82,25.06,32.13,1284.0
2026-02-07,Plant B,Line 3,M-12,Evening,Bearing Cap,480,429.14,50.86,Utilities Issue,38,757,631,604,27,Crack,9,18,False,62.51,2.62,11.15,27.77,1224.0
2026-02-07,Plant B,Line 3,M-12,Night,Valve Plate,480,384.81,95.19,Minor Stops,55,523,403,391,12,None,5,7,False,68.64,2.36,19.66,28.83,1386.0
2026-02-08,Plant A,Line 1,M-01,Morning,Bearing Cap,480,467.34,12.66,Quality Hold,55,523,423,423,0,None,0,0,False,69.97,1.28,19.4,23.9,1200.0
2026-02-08,Plant A,Line 1,M-01,Evening,Pump Housing,480,452.4,27.6,Setup / Changeover,38,757,584,565,19,None,10,9,False,80.48,2.57,19.61,38.94,1536.0
2026-02-08,Plant A,Line 1,M-01,Night,Gear Cover,480,446.62,33.38,Machine Breakdown,48,600,465,448,17,None,5,12,True,60.58,2.63,20.86,27.4,988.0
2026-02-08,Plant A,Line 2,M-02,Morning,Bearing Cap,480,436.57,43.43,Tooling Issue,62,464,357,340,17,None,9,8,True,63.55,1.63,14.53,29.4,1860.0
2026-02-08,Plant A,Line 2,M-02,Evening,Valve Plate,480,460.62,19.38,Minor Stops,55,523,432,416,16,None,9,7,False,68.53,2.62,22.46,24.03,1284.0
2026-02-08,Plant A,Line 2,M-02,Night,Valve Plate,480,440.31,39.69,Machine Breakdown,55,523,398,386,12,Dimension,4,8,True,74.6,3.02,23.04,36.34,2055.0
2026-02-08,Plant A,Line 3,M-03,Morning,Bearing Cap,480,455.08,24.92,Minor Stops,48,600,518,503,15,None,5,10,False,73.67,2.89,24.4,33.76,630.5
2026-02-08,Plant A,Line 3,M-03,Evening,Pump Housing,480,454.39,25.61,Setup / Changeover,62,464,322,305,17,None,9,8,False,70.38,3.39,23.86,30.22,1669.5
2026-02-08,Plant A,Line 3,M-03,Night,Gear Cover,480,441.29,38.71,Tooling Issue,55,523,370,350,20,None,10,10,True,61.33,2.38,17.73,41.98,1384.0
2026-02-08,Plant A,Line 1,M-04,Morning,Pump Housing,480,414.98,65.02,Tooling Issue,55,523,392,377,15,Dimension,10,5,True,67.24,1.61,22.79,26.49,1752.0
2026-02-08,Plant A,Line 1,M-04,Evening,Bearing Cap,480,428.73,51.27,Tooling Issue,38,757,618,582,36,None,23,13,True,75.03,2.22,18.31,28.84,1137.5
2026-02-08,Plant A,Line 1,M-04,Night,Bearing Cap,480,453.03,26.97,Setup / Changeover,55,523,471,443,28,None,10,18,False,79.47,2.71,23.22,30.63,1200.0
2026-02-08,Plant A,Line 2,M-05,Morning,Auto Bracket,480,465.15,14.85,Setup / Changeover,62,464,386,370,16,None,9,7,False,76.38,3.52,23.64,41.18,611.0
2026-02-08,Plant A,Line 2,M-05,Evening,Pump Housing,480,463.41,16.59,Planned Maintenance,55,523,445,434,11,None,6,5,False,72.21,2.53,11.23,33.66,578.5
2026-02-08,Plant A,Line 2,M-05,Night,Bearing Cap,480,460.8,19.2,Tooling Issue,55,523,429,407,22,None,13,9,True,66.15,3.8,21.75,29.84,754.0
2026-02-08,Plant A,Line 3,M-06,Morning,Bearing Cap,480,458.49,21.51,Tooling Issue,42,685,580,566,14,Crack,7,7,True,69.49,1.73,25.47,34.04,952.0
2026-02-08,Plant A,Line 3,M-06,Evening,Valve Plate,480,447.27,32.73,Minor Stops,48,600,506,494,12,None,6,6,False,77.44,2.65,22.57,35.91,1113.0
2026-02-08,Plant A,Line 3,M-06,Night,Valve Plate,480,442.68,37.32,Setup / Changeover,42,685,470,461,9,None,5,4,False,56.94,1.25,19.8,37.1,2352.0
2026-02-08,Plant B,Line 1,M-07,Morning,Valve Plate,480,460.75,19.25,Tooling Issue,55,523,381,366,15,None,10,5,True,62.7,3.02,24.83,33.15,1020.5
2026-02-08,Plant B,Line 1,M-07,Evening,Auto Bracket,480,423.92,56.08,Setup / Changeover,38,757,481,454,27,Dimension,16,11,False,74.56,2.37,23.27,27.59,2424.0
2026-02-08,Plant B,Line 1,M-07,Night,Bearing Cap,480,470.45,9.55,Tooling Issue,42,685,726,680,46,None,25,21,True,80.33,2.78,15.45,30.96,32.5
2026-02-08,Plant B,Line 2,M-08,Morning,Pump Housing,480,449.57,30.43,Minor Stops,38,757,676,632,44,None,30,14,False,67.36,1.96,18.58,27.8,1875.0
2026-02-08,Plant B,Line 2,M-08,Evening,Auto Bracket,480,440.2,39.8,Machine Breakdown,55,523,352,352,0,Dimension,0,0,True,50.16,3.14,16.65,40.45,1795.5
2026-02-08,Plant B,Line 2,M-08,Night,Valve Plate,480,460.34,19.66,Machine Breakdown,48,600,509,484,25,Dimension,11,14,True,74.47,0.83,23.3,32.35,1740.0
2026-02-08,Plant B,Line 3,M-09,Morning,Auto Bracket,480,462.05,17.95,Tooling Issue,38,757,549,528,21,Packaging,11,10,True,70.43,2.05,23.11,28.55,2404.5
2026-02-08,Plant B,Line 3,M-09,Evening,Bearing Cap,480,466.01,13.99,Material Shortage,62,464,383,369,14,None,5,9,False,69.82,2.5,22.92,35.04,617.5
2026-02-08,Plant B,Line 3,M-09,Night,Auto Bracket,480,459.08,20.92,Setup / Changeover,38,757,608,591,17,Assembly,8,9,False,61.22,2.84,17.87,30.14,1992.0
2026-02-08,Plant B,Line 1,M-10,Morning,Bearing Cap,480,455.58,24.42,Tooling Issue,62,464,423,402,21,None,8,13,True,62.87,2.54,27.43,37.63,403.0
2026-02-08,Plant B,Line 1,M-10,Evening,Bearing Cap,480,467.82,12.18,Tooling Issue,48,600,485,461,24,None,8,16,True,68.46,3.38,27.49,31.9,1112.0
2026-02-08,Plant B,Line 1,M-10,Night,Pump Housing,480,458.55,21.45,Setup / Changeover,42,685,514,486,28,None,11,17,False,59.27,2.31,19.75,33.39,1293.5
2026-02-08,Plant B,Line 2,M-11,Morning,Pump Housing,480,448.39,31.61,Tooling Issue,38,757,554,516,38,Packaging,22,16,True,70.64,3.01,18.92,35.45,2892.0
2026-02-08,Plant B,Line 2,M-11,Evening,Auto Bracket,480,439.37,40.63,Machine Breakdown,55,523,402,383,19,Surface,10,9,True,70.94,3.38,22.37,29.46,1120.0
2026-02-08,Plant B,Line 2,M-11,Night,Auto Bracket,480,434.94,45.06,Material Shortage,48,600,492,461,31,Surface,18,13,True,74.01,3.65,23.61,34.62,1112.0
2026-02-08,Plant B,Line 3,M-12,Morning,Pump Housing,480,468.65,11.35,Machine Breakdown,48,600,533,521,12,Dimension,4,8,True,75.27,1.39,21.45,31.64,632.0
2026-02-08,Plant B,Line 3,M-12,Evening,Pump Housing,480,465.86,14.14,Minor Stops,62,464,505,492,13,None,5,8,False,77.14,3.17,19.8,29.89,-182.0
2026-02-08,Plant B,Line 3,M-12,Night,Auto Bracket,480,451.71,28.29,Setup / Changeover,62,464,333,323,10,Assembly,6,4,False,67.07,2.56,29.17,31.94,1128.0
2026-02-09,Plant A,Line 1,M-01,Morning,Valve Plate,480,467.16,12.84,Quality Hold,62,464,431,413,18,Dimension,7,11,False,62.89,2.87,11.07,35.31,765.0
2026-02-09,Plant A,Line 1,M-01,Evening,Bearing Cap,480,455.06,24.94,Material Shortage,38,757,659,612,47,None,33,14,False,63.93,2.69,17.44,38.5,1160.0
2026-02-09,Plant A,Line 1,M-01,Night,Valve Plate,480,467.99,12.01,Material Shortage,62,464,373,348,25,None,13,12,False,64.61,2.92,20.87,35.11,1740.0
2026-02-09,Plant A,Line 2,M-02,Morning,Auto Bracket,480,456.75,23.25,Material Shortage,48,600,506,493,13,None,9,4,True,61.47,1.64,23.6,34.8,1605.0
2026-02-09,Plant A,Line 2,M-02,Evening,Gear Cover,480,467.69,12.31,Machine Breakdown,48,600,511,482,29,Surface,13,16,True,68.67,2.36,17.64,36.9,1770.0
2026-02-09,Plant A,Line 2,M-02,Night,Valve Plate,480,440.69,39.31,Minor Stops,62,464,431,411,20,None,10,10,False,69.44,3.31,21.31,26.0,424.0
2026-02-09,Plant A,Line 3,M-03,Morning,Gear Cover,480,455.72,24.28,Material Shortage,42,685,474,449,25,None,12,13,False,60.7,2.62,21.52,33.76,2832.0
2026-02-09,Plant A,Line 3,M-03,Evening,Gear Cover,480,421.96,58.04,Setup / Changeover,42,685,473,451,22,None,12,10,False,65.55,3.1,33.72,31.71,3510.0
2026-02-09,Plant A,Line 3,M-03,Night,Bearing Cap,480,441.7,38.3,Machine Breakdown,62,464,431,424,7,None,3,4,True,73.46,2.61,18.81,30.73,480.0
2026-02-09,Plant A,Line 1,M-04,Morning,Pump Housing,480,460.9,19.1,Machine Breakdown,38,757,671,663,8,None,3,5,True,81.96,3.0,22.25,34.73,752.0
2026-02-09,Plant A,Line 1,M-04,Evening,Valve Plate,480,433.28,46.72,Material Shortage,55,523,424,407,17,None,12,5,False,67.74,1.85,18.29,42.59,1392.0
2026-02-09,Plant A,Line 1,M-04,Night,Bearing Cap,480,398.67,81.33,Tooling Issue,48,600,403,388,15,Surface,7,8,True,73.51,4.01,21.07,38.46,2226.0
2026-02-09,Plant A,Line 2,M-05,Morning,Valve Plate,480,449.29,30.71,Tooling Issue,62,464,377,364,13,None,8,5,True,61.41,3.27,23.43,29.81,1200.0
2026-02-09,Plant A,Line 2,M-05,Evening,Valve Plate,480,468.42,11.58,Tooling Issue,55,523,389,369,20,Assembly,8,12,True,56.64,3.22,18.7,31.01,1001.0
2026-02-09,Plant A,Line 2,M-05,Night,Valve Plate,480,424.56,55.44,Utilities Issue,55,523,429,409,20,None,13,7,False,68.24,1.75,21.32,35.46,741.0
2026-02-09,Plant A,Line 3,M-06,Morning,Valve Plate,480,476.24,3.76,Machine Breakdown,55,523,436,415,21,None,15,6,True,70.95,2.42,19.5,34.18,702.0
2026-02-09,Plant A,Line 3,M-06,Evening,Valve Plate,480,450.67,29.33,Machine Breakdown,42,685,530,511,19,Surface,7,12,True,65.07,2.19,20.72,33.34,1131.0
2026-02-09,Plant A,Line 3,M-06,Night,Pump Housing,480,460.59,19.41,Material Shortage,42,685,556,547,9,Dimension,6,3,False,64.25,1.41,24.18,31.0,1656.0
2026-02-09,Plant B,Line 1,M-07,Morning,Auto Bracket,480,451.04,28.96,Planned Maintenance,38,757,637,627,10,None,3,7,True,78.37,3.1,23.59,27.18,1365.0
2026-02-09,Plant B,Line 1,M-07,Evening,Auto Bracket,480,469.6,10.4,Material Shortage,42,685,587,563,24,Crack,14,10,False,71.29,3.99,18.38,35.59,1281.0
2026-02-09,Plant B,Line 1,M-07,Night,Auto Bracket,480,462.36,17.64,Machine Breakdown,55,523,440,414,26,None,15,11,True,85.09,3.71,21.67,38.15,872.0
2026-02-09,Plant B,Line 2,M-08,Morning,Auto Bracket,480,447.19,32.81,Tooling Issue,62,464,380,380,0,Dimension,0,0,True,75.85,2.21,27.06,32.67,882.0
2026-02-09,Plant B,Line 2,M-08,Evening,Gear Cover,480,461.93,18.07,Planned Maintenance,55,523,428,413,15,Dimension,6,9,False,61.66,2.93,21.6,40.88,1320.0
2026-02-09,Plant B,Line 2,M-08,Night,Bearing Cap,480,422.15,57.85,Setup / Changeover,38,757,601,568,33,Dimension,14,19,False,61.89,2.95,13.31,37.55,1512.0
2026-02-09,Plant B,Line 3,M-09,Morning,Auto Bracket,480,470.39,9.61,Minor Stops,62,464,408,402,6,None,2,4,True,69.28,3.29,31.38,26.62,403.0
2026-02-09,Plant B,Line 3,M-09,Evening,Pump Housing,480,423.73,56.27,Machine Breakdown,62,464,384,377,7,None,5,2,True,74.41,2.65,22.92,33.02,565.5
2026-02-09,Plant B,Line 3,M-09,Night,Pump Housing,480,465.84,14.16,Material Shortage,42,685,536,510,26,None,10,16,False,67.2,1.99,15.61,36.27,1400.0
2026-02-09,Plant B,Line 1,M-10,Morning,Auto Bracket,480,464.53,15.47,Material Shortage,48,600,491,471,20,Packaging,8,12,False,63.06,2.03,21.32,28.73,1935.0
2026-02-09,Plant B,Line 1,M-10,Evening,Gear Cover,480,472.81,7.19,Machine Breakdown,62,464,362,352,10,Dimension,5,5,True,61.57,2.54,23.94,38.26,1344.0
2026-02-09,Plant B,Line 1,M-10,Night,Auto Bracket,480,466.86,13.14,Setup / Changeover,62,464,393,381,12,None,5,7,False,82.82,1.86,17.51,31.3,996.0
2026-02-09,Plant B,Line 2,M-11,Morning,Valve Plate,480,472.13,7.87,Planned Maintenance,62,464,411,381,30,Dimension,18,12,False,68.06,3.26,26.84,30.37,871.5
2026-02-09,Plant B,Line 2,M-11,Evening,Auto Bracket,480,380.37,99.63,Tooling Issue,42,685,452,422,30,None,18,12,True,75.13,4.02,26.28,38.32,2761.5
2026-02-09,Plant B,Line 2,M-11,Night,Auto Bracket,480,436.55,43.45,Machine Breakdown,62,464,405,388,17,Dimension,12,5,True,74.91,3.77,19.53,38.81,912.0
2026-02-09,Plant B,Line 3,M-12,Morning,Auto Bracket,480,403.62,76.38,Setup / Changeover,38,757,509,504,5,Dimension,3,2,True,67.51,2.77,23.28,39.07,2024.0
2026-02-09,Plant B,Line 3,M-12,Evening,Valve Plate,480,472.13,7.87,Material Shortage,62,464,378,362,16,None,6,10,False,61.39,3.01,14.01,36.8,816.0
2026-02-09,Plant B,Line 3,M-12,Night,Pump Housing,480,465.2,14.8,Setup / Changeover,42,685,578,527,51,None,19,32,False,74.6,2.9,21.9,34.48,2370.0
2026-02-10,Plant A,Line 1,M-01,Morning,Auto Bracket,480,466.09,13.91,Machine Breakdown,38,757,726,693,33,Surface,14,19,True,68.43,2.24,10.85,32.39,960.0
2026-02-10,Plant A,Line 1,M-01,Evening,Gear Cover,480,464.78,15.22,Minor Stops,62,464,368,353,15,None,9,6,True,73.82,1.21,18.79,37.52,1165.5
2026-02-10,Plant A,Line 1,M-01,Night,Valve Plate,480,469.97,10.03,Material Shortage,42,685,613,582,31,None,19,12,False,62.36,2.96,25.45,47.53,824.0
2026-02-10,Plant A,Line 2,M-02,Morning,Auto Bracket,480,477.11,2.89,Material Shortage,48,600,487,476,11,Crack,7,4,False,69.51,1.91,17.62,27.5,1860.0
2026-02-10,Plant A,Line 2,M-02,Evening,Bearing Cap,480,471.96,8.04,Minor Stops,42,685,543,542,1,Surface,0,1,False,74.9,2.53,25.47,33.55,2145.0
2026-02-10,Plant A,Line 2,M-02,Night,Valve Plate,480,373.64,106.36,Quality Hold,62,464,304,286,18,Crack,6,12,False,82.98,3.47,18.59,36.71,1157.0
2026-02-10,Plant A,Line 3,M-03,Morning,Auto Bracket,480,436.04,43.96,Material Shortage,42,685,602,589,13,Dimension,8,5,False,77.64,1.48,16.45,39.55,1008.0
2026-02-10,Plant A,Line 3,M-03,Evening,Bearing Cap,480,433.96,46.04,Machine Breakdown,55,523,424,415,9,None,5,4,True,72.19,2.72,19.13,32.85,702.0
2026-02-10,Plant A,Line 3,M-03,Night,Auto Bracket,480,458.43,21.57,Minor Stops,48,600,550,518,32,Surface,19,13,False,65.58,2.87,18.72,31.89,984.0
2026-02-10,Plant A,Line 1,M-04,Morning,Valve Plate,480,444.36,35.64,Minor Stops,48,600,545,508,37,Surface,17,20,False,66.56,2.12,21.5,32.83,1104.0
2026-02-10,Plant A,Line 1,M-04,Evening,Auto Bracket,480,450.17,29.83,Material Shortage,48,600,556,537,19,Packaging,9,10,False,58.64,2.43,22.29,30.96,504.0
2026-02-10,Plant A,Line 1,M-04,Night,Auto Bracket,480,383.08,96.92,Machine Breakdown,42,685,519,505,14,Dimension,6,8,True,75.55,2.36,21.19,29.03,1440.0
2026-02-10,Plant A,Line 2,M-05,Morning,Pump Housing,480,451.95,28.05,Quality Hold,62,464,354,340,14,None,10,4,False,69.33,2.26,17.18,31.48,1860.0
2026-02-10,Plant A,Line 2,M-05,Evening,Pump Housing,480,454.59,25.41,Tooling Issue,42,685,554,541,13,Packaging,8,5,True,66.82,1.69,25.02,32.38,1512.0
2026-02-10,Plant A,Line 2,M-05,Night,Auto Bracket,480,398.34,81.66,Machine Breakdown,48,600,439,418,21,Dimension,15,6,True,63.27,1.8,23.9,34.79,2730.0
2026-02-10,Plant A,Line 3,M-06,Morning,Pump Housing,480,454.24,25.76,Tooling Issue,55,523,452,452,0,None,0,0,True,70.08,1.32,19.64,35.87,461.5
2026-02-10,Plant A,Line 3,M-06,Evening,Bearing Cap,480,472.84,7.16,Tooling Issue,42,685,654,629,25,None,14,11,True,67.07,2.17,20.01,29.98,588.0
2026-02-10,Plant A,Line 3,M-06,Night,Bearing Cap,480,468.5,11.5,Setup / Changeover,42,685,528,494,34,Surface,12,22,False,69.54,1.74,23.43,27.41,2865.0
2026-02-10,Plant B,Line 1,M-07,Morning,Auto Bracket,480,397.73,82.27,Machine Breakdown,42,685,539,526,13,None,5,8,True,75.96,3.03,13.78,30.26,1908.0
2026-02-10,Plant B,Line 1,M-07,Evening,Bearing Cap,480,472.57,7.43,Setup / Changeover,48,600,485,454,31,Assembly,22,9,False,75.02,3.47,18.85,33.42,949.0
2026-02-10,Plant B,Line 1,M-07,Night,Gear Cover,480,425.05,54.95,Machine Breakdown,62,464,342,322,20,Surface,9,11,True,75.31,3.65,18.76,31.91,923.0
2026-02-10,Plant B,Line 2,M-08,Morning,Bearing Cap,480,460.72,19.28,Setup / Changeover,55,523,445,427,18,None,8,10,False,65.98,2.53,19.51,33.57,768.0
